ID,labels
Id_2976,Non-sarcastic
Id_2977,Sarcastic
Id_2978,Non-sarcastic
Id_2979,Sarcastic
Id_2980,Non-sarcastic
Id_2981,Non-sarcastic
Id_2982,Non-sarcastic
Id_2983,Non-sarcastic
Id_2984,Non-sarcastic
Id_2985,Non-sarcastic
Id_2986,Sarcastic
Id_2987,Non-sarcastic
Id_2988,Non-sarcastic
Id_2989,Non-sarcastic
Id_2990,Sarcastic
Id_2991,Non-sarcastic
Id_2992,Non-sarcastic
Id_2993,Non-sarcastic
Id_2994,Non-sarcastic
Id_2995,Sarcastic
Id_2996,Non-sarcastic
Id_2997,Non-sarcastic
Id_2998,Sarcastic
Id_2999,Non-sarcastic
Id_3000,Non-sarcastic
Id_3001,Sarcastic
Id_3002,Non-sarcastic
Id_3003,Non-sarcastic
Id_3004,Non-sarcastic
Id_3005,Sarcastic
Id_3006,Non-sarcastic
Id_3007,Non-sarcastic
Id_3008,Non-sarcastic
Id_3009,Non-sarcastic
Id_3010,Non-sarcastic
Id_3011,Non-sarcastic
Id_3012,Non-sarcastic
Id_3013,Non-sarcastic
Id_3014,Non-sarcastic
Id_3015,Non-sarcastic
Id_3016,Non-sarcastic
Id_3017,Non-sarcastic
Id_3018,Sarcastic
Id_3019,Sarcastic
Id_3020,Non-sarcastic
Id_3021,Sarcastic
Id_3022,Non-sarcastic
Id_3023,Non-sarcastic
Id_3024,Non-sarcastic
Id_3025,Non-sarcastic
Id_3026,Non-sarcastic
Id_3027,Non-sarcastic
Id_3028,Sarcastic
Id_3029,Sarcastic
Id_3030,Non-sarcastic
Id_3031,Non-sarcastic
Id_3032,Sarcastic
Id_3033,Non-sarcastic
Id_3034,Non-sarcastic
Id_3035,Sarcastic
Id_3036,Non-sarcastic
Id_3037,Non-sarcastic
Id_3038,Non-sarcastic
Id_3039,Sarcastic
Id_3040,Non-sarcastic
Id_3041,Non-sarcastic
Id_3042,Non-sarcastic
Id_3043,Non-sarcastic
Id_3044,Sarcastic
Id_3045,Non-sarcastic
Id_3046,Non-sarcastic
Id_3047,Sarcastic
Id_3048,Non-sarcastic
Id_3049,Non-sarcastic
Id_3050,Non-sarcastic
Id_3051,Non-sarcastic
Id_3052,Sarcastic
Id_3053,Non-sarcastic
Id_3054,Non-sarcastic
Id_3055,Non-sarcastic
Id_3056,Non-sarcastic
Id_3057,Non-sarcastic
Id_3058,Non-sarcastic
Id_3059,Sarcastic
Id_3060,Non-sarcastic
Id_3061,Non-sarcastic
Id_3062,Non-sarcastic
Id_3063,Non-sarcastic
Id_3064,Non-sarcastic
Id_3065,Sarcastic
Id_3066,Non-sarcastic
Id_3067,Non-sarcastic
Id_3068,Non-sarcastic
Id_3069,Non-sarcastic
Id_3070,Non-sarcastic
Id_3071,Non-sarcastic
Id_3072,Sarcastic
Id_3073,Sarcastic
Id_3074,Non-sarcastic
Id_3075,Non-sarcastic
Id_3076,Non-sarcastic
Id_3077,Non-sarcastic
Id_3078,Non-sarcastic
Id_3079,Non-sarcastic
Id_3080,Sarcastic
Id_3081,Non-sarcastic
Id_3082,Non-sarcastic
Id_3083,Non-sarcastic
Id_3084,Sarcastic
Id_3085,Non-sarcastic
Id_3086,Non-sarcastic
Id_3087,Non-sarcastic
Id_3088,Sarcastic
Id_3089,Sarcastic
Id_3090,Non-sarcastic
Id_3091,Non-sarcastic
Id_3092,Non-sarcastic
Id_3093,Non-sarcastic
Id_3094,Non-sarcastic
Id_3095,Sarcastic
Id_3096,Non-sarcastic
Id_3097,Non-sarcastic
Id_3098,Non-sarcastic
Id_3099,Non-sarcastic
Id_3100,Non-sarcastic
Id_3101,Non-sarcastic
Id_3102,Non-sarcastic
Id_3103,Sarcastic
Id_3104,Non-sarcastic
Id_3105,Non-sarcastic
Id_3106,Non-sarcastic
Id_3107,Non-sarcastic
Id_3108,Non-sarcastic
Id_3109,Non-sarcastic
Id_3110,Non-sarcastic
Id_3111,Sarcastic
Id_3112,Sarcastic
Id_3113,Sarcastic
Id_3114,Sarcastic
Id_3115,Non-sarcastic
Id_3116,Sarcastic
Id_3117,Non-sarcastic
Id_3118,Non-sarcastic
Id_3119,Sarcastic
Id_3120,Non-sarcastic
Id_3121,Non-sarcastic
Id_3122,Non-sarcastic
Id_3123,Non-sarcastic
Id_3124,Sarcastic
Id_3125,Non-sarcastic
Id_3126,Sarcastic
Id_3127,Non-sarcastic
Id_3128,Non-sarcastic
Id_3129,Non-sarcastic
Id_3130,Non-sarcastic
Id_3131,Non-sarcastic
Id_3132,Sarcastic
Id_3133,Non-sarcastic
Id_3134,Non-sarcastic
Id_3135,Non-sarcastic
Id_3136,Non-sarcastic
Id_3137,Non-sarcastic
Id_3138,Non-sarcastic
Id_3139,Non-sarcastic
Id_3140,Sarcastic
Id_3141,Non-sarcastic
Id_3142,Sarcastic
Id_3143,Sarcastic
Id_3144,Sarcastic
Id_3145,Non-sarcastic
Id_3146,Non-sarcastic
Id_3147,Non-sarcastic
Id_3148,Sarcastic
Id_3149,Non-sarcastic
Id_3150,Non-sarcastic
Id_3151,Sarcastic
Id_3152,Non-sarcastic
Id_3153,Non-sarcastic
Id_3154,Non-sarcastic
Id_3155,Non-sarcastic
Id_3156,Non-sarcastic
Id_3157,Non-sarcastic
Id_3158,Sarcastic
Id_3159,Non-sarcastic
Id_3160,Non-sarcastic
Id_3161,Non-sarcastic
Id_3162,Non-sarcastic
Id_3163,Non-sarcastic
Id_3164,Sarcastic
Id_3165,Non-sarcastic
Id_3166,Non-sarcastic
Id_3167,Non-sarcastic
Id_3168,Non-sarcastic
Id_3169,Non-sarcastic
Id_3170,Non-sarcastic
Id_3171,Sarcastic
Id_3172,Non-sarcastic
Id_3173,Sarcastic
Id_3174,Sarcastic
Id_3175,Non-sarcastic
Id_3176,Non-sarcastic
Id_3177,Sarcastic
Id_3178,Non-sarcastic
Id_3179,Non-sarcastic
Id_3180,Non-sarcastic
Id_3181,Non-sarcastic
Id_3182,Non-sarcastic
Id_3183,Non-sarcastic
Id_3184,Non-sarcastic
Id_3185,Non-sarcastic
Id_3186,Non-sarcastic
Id_3187,Sarcastic
Id_3188,Non-sarcastic
Id_3189,Non-sarcastic
Id_3190,Non-sarcastic
Id_3191,Non-sarcastic
Id_3192,Sarcastic
Id_3193,Non-sarcastic
Id_3194,Non-sarcastic
Id_3195,Sarcastic
Id_3196,Non-sarcastic
Id_3197,Non-sarcastic
Id_3198,Non-sarcastic
Id_3199,Non-sarcastic
Id_3200,Non-sarcastic
Id_3201,Non-sarcastic
Id_3202,Non-sarcastic
Id_3203,Sarcastic
Id_3204,Non-sarcastic
Id_3205,Non-sarcastic
Id_3206,Non-sarcastic
Id_3207,Non-sarcastic
Id_3208,Non-sarcastic
Id_3209,Non-sarcastic
Id_3210,Non-sarcastic
Id_3211,Sarcastic
Id_3212,Non-sarcastic
Id_3213,Non-sarcastic
Id_3214,Non-sarcastic
Id_3215,Sarcastic
Id_3216,Non-sarcastic
Id_3217,Non-sarcastic
Id_3218,Non-sarcastic
Id_3219,Non-sarcastic
Id_3220,Sarcastic
Id_3221,Non-sarcastic
Id_3222,Sarcastic
Id_3223,Sarcastic
Id_3224,Sarcastic
Id_3225,Sarcastic
Id_3226,Non-sarcastic
Id_3227,Non-sarcastic
Id_3228,Non-sarcastic
Id_3229,Non-sarcastic
Id_3230,Non-sarcastic
Id_3231,Sarcastic
Id_3232,Non-sarcastic
Id_3233,Sarcastic
Id_3234,Sarcastic
Id_3235,Sarcastic
Id_3236,Non-sarcastic
Id_3237,Non-sarcastic
Id_3238,Non-sarcastic
Id_3239,Non-sarcastic
Id_3240,Sarcastic
Id_3241,Non-sarcastic
Id_3242,Sarcastic
Id_3243,Non-sarcastic
Id_3244,Non-sarcastic
Id_3245,Sarcastic
Id_3246,Non-sarcastic
Id_3247,Sarcastic
Id_3248,Sarcastic
Id_3249,Non-sarcastic
Id_3250,Sarcastic
Id_3251,Non-sarcastic
Id_3252,Non-sarcastic
Id_3253,Non-sarcastic
Id_3254,Non-sarcastic
Id_3255,Non-sarcastic
Id_3256,Non-sarcastic
Id_3257,Non-sarcastic
Id_3258,Sarcastic
Id_3259,Non-sarcastic
Id_3260,Sarcastic
Id_3261,Sarcastic
Id_3262,Sarcastic
Id_3263,Non-sarcastic
Id_3264,Non-sarcastic
Id_3265,Non-sarcastic
Id_3266,Non-sarcastic
Id_3267,Non-sarcastic
Id_3268,Non-sarcastic
Id_3269,Sarcastic
Id_3270,Non-sarcastic
Id_3271,Non-sarcastic
Id_3272,Sarcastic
Id_3273,Non-sarcastic
Id_3274,Non-sarcastic
Id_3275,Non-sarcastic
Id_3276,Non-sarcastic
Id_3277,Non-sarcastic
Id_3278,Non-sarcastic
Id_3279,Sarcastic
Id_3280,Non-sarcastic
Id_3281,Sarcastic
Id_3282,Non-sarcastic
Id_3283,Non-sarcastic
Id_3284,Non-sarcastic
Id_3285,Non-sarcastic
Id_3286,Non-sarcastic
Id_3287,Sarcastic
Id_3288,Non-sarcastic
Id_3289,Non-sarcastic
Id_3290,Non-sarcastic
Id_3291,Non-sarcastic
Id_3292,Non-sarcastic
Id_3293,Non-sarcastic
Id_3294,Sarcastic
Id_3295,Sarcastic
Id_3296,Non-sarcastic
Id_3297,Non-sarcastic
Id_3298,Non-sarcastic
Id_3299,Non-sarcastic
Id_3300,Sarcastic
Id_3301,Non-sarcastic
Id_3302,Non-sarcastic
Id_3303,Sarcastic
Id_3304,Non-sarcastic
Id_3305,Non-sarcastic
Id_3306,Non-sarcastic
Id_3307,Sarcastic
Id_3308,Non-sarcastic
Id_3309,Non-sarcastic
Id_3310,Sarcastic
Id_3311,Sarcastic
Id_3312,Non-sarcastic
Id_3313,Non-sarcastic
Id_3314,Non-sarcastic
Id_3315,Sarcastic
Id_3316,Non-sarcastic
Id_3317,Sarcastic
Id_3318,Non-sarcastic
Id_3319,Non-sarcastic
Id_3320,Sarcastic
Id_3321,Sarcastic
Id_3322,Sarcastic
Id_3323,Non-sarcastic
Id_3324,Sarcastic
Id_3325,Non-sarcastic
Id_3326,Non-sarcastic
Id_3327,Non-sarcastic
Id_3328,Non-sarcastic
Id_3329,Sarcastic
Id_3330,Non-sarcastic
Id_3331,Non-sarcastic
Id_3332,Sarcastic
Id_3333,Non-sarcastic
Id_3334,Non-sarcastic
Id_3335,Non-sarcastic
Id_3336,Non-sarcastic
Id_3337,Non-sarcastic
Id_3338,Sarcastic
Id_3339,Sarcastic
Id_3340,Sarcastic
Id_3341,Non-sarcastic
Id_3342,Non-sarcastic
Id_3343,Non-sarcastic
Id_3344,Non-sarcastic
Id_3345,Sarcastic
Id_3346,Non-sarcastic
Id_3347,Non-sarcastic
Id_3348,Sarcastic
Id_3349,Non-sarcastic
Id_3350,Non-sarcastic
Id_3351,Sarcastic
Id_3352,Non-sarcastic
Id_3353,Sarcastic
Id_3354,Sarcastic
Id_3355,Non-sarcastic
Id_3356,Non-sarcastic
Id_3357,Non-sarcastic
Id_3358,Sarcastic
Id_3359,Non-sarcastic
Id_3360,Non-sarcastic
Id_3361,Non-sarcastic
Id_3362,Non-sarcastic
Id_3363,Non-sarcastic
Id_3364,Sarcastic
Id_3365,Non-sarcastic
Id_3366,Non-sarcastic
Id_3367,Non-sarcastic
Id_3368,Non-sarcastic
Id_3369,Sarcastic
Id_3370,Sarcastic
Id_3371,Non-sarcastic
Id_3372,Sarcastic
Id_3373,Non-sarcastic
Id_3374,Non-sarcastic
Id_3375,Non-sarcastic
Id_3376,Non-sarcastic
Id_3377,Sarcastic
Id_3378,Non-sarcastic
Id_3379,Sarcastic
Id_3380,Non-sarcastic
Id_3381,Non-sarcastic
Id_3382,Non-sarcastic
Id_3383,Non-sarcastic
Id_3384,Non-sarcastic
Id_3385,Sarcastic
Id_3386,Non-sarcastic
Id_3387,Non-sarcastic
Id_3388,Sarcastic
Id_3389,Non-sarcastic
Id_3390,Non-sarcastic
Id_3391,Non-sarcastic
Id_3392,Sarcastic
Id_3393,Sarcastic
Id_3394,Non-sarcastic
Id_3395,Non-sarcastic
Id_3396,Non-sarcastic
Id_3397,Sarcastic
Id_3398,Non-sarcastic
Id_3399,Sarcastic
Id_3400,Non-sarcastic
Id_3401,Non-sarcastic
Id_3402,Non-sarcastic
Id_3403,Non-sarcastic
Id_3404,Non-sarcastic
Id_3405,Sarcastic
Id_3406,Non-sarcastic
Id_3407,Non-sarcastic
Id_3408,Sarcastic
Id_3409,Non-sarcastic
Id_3410,Sarcastic
Id_3411,Non-sarcastic
Id_3412,Non-sarcastic
Id_3413,Non-sarcastic
Id_3414,Sarcastic
Id_3415,Non-sarcastic
Id_3416,Non-sarcastic
Id_3417,Non-sarcastic
Id_3418,Non-sarcastic
Id_3419,Non-sarcastic
Id_3420,Sarcastic
Id_3421,Sarcastic
Id_3422,Non-sarcastic
Id_3423,Sarcastic
Id_3424,Non-sarcastic
Id_3425,Non-sarcastic
Id_3426,Sarcastic
Id_3427,Non-sarcastic
Id_3428,Sarcastic
Id_3429,Sarcastic
Id_3430,Sarcastic
Id_3431,Non-sarcastic
Id_3432,Sarcastic
Id_3433,Sarcastic
Id_3434,Sarcastic
Id_3435,Sarcastic
Id_3436,Non-sarcastic
Id_3437,Sarcastic
Id_3438,Non-sarcastic
Id_3439,Sarcastic
Id_3440,Non-sarcastic
Id_3441,Sarcastic
Id_3442,Non-sarcastic
Id_3443,Sarcastic
Id_3444,Sarcastic
Id_3445,Non-sarcastic
Id_3446,Non-sarcastic
Id_3447,Non-sarcastic
Id_3448,Non-sarcastic
Id_3449,Non-sarcastic
Id_3450,Non-sarcastic
Id_3451,Sarcastic
Id_3452,Non-sarcastic
Id_3453,Non-sarcastic
Id_3454,Non-sarcastic
Id_3455,Non-sarcastic
Id_3456,Non-sarcastic
Id_3457,Non-sarcastic
Id_3458,Non-sarcastic
Id_3459,Non-sarcastic
Id_3460,Non-sarcastic
Id_3461,Sarcastic
Id_3462,Non-sarcastic
Id_3463,Non-sarcastic
Id_3464,Non-sarcastic
Id_3465,Non-sarcastic
Id_3466,Sarcastic
Id_3467,Non-sarcastic
Id_3468,Non-sarcastic
Id_3469,Sarcastic
Id_3470,Sarcastic
Id_3471,Sarcastic
Id_3472,Sarcastic
Id_3473,Non-sarcastic
Id_3474,Sarcastic
Id_3475,Sarcastic
Id_3476,Non-sarcastic
Id_3477,Sarcastic
Id_3478,Non-sarcastic
Id_3479,Non-sarcastic
Id_3480,Non-sarcastic
Id_3481,Sarcastic
Id_3482,Sarcastic
Id_3483,Sarcastic
Id_3484,Non-sarcastic
Id_3485,Non-sarcastic
Id_3486,Sarcastic
Id_3487,Non-sarcastic
Id_3488,Non-sarcastic
Id_3489,Sarcastic
Id_3490,Sarcastic
Id_3491,Non-sarcastic
Id_3492,Non-sarcastic
Id_3493,Sarcastic
Id_3494,Non-sarcastic
Id_3495,Non-sarcastic
Id_3496,Non-sarcastic
Id_3497,Non-sarcastic
Id_3498,Sarcastic
Id_3499,Non-sarcastic
Id_3500,Non-sarcastic
Id_3501,Non-sarcastic
Id_3502,Non-sarcastic
Id_3503,Non-sarcastic
Id_3504,Non-sarcastic
Id_3505,Sarcastic
Id_3506,Non-sarcastic
Id_3507,Non-sarcastic
Id_3508,Sarcastic
Id_3509,Non-sarcastic
Id_3510,Non-sarcastic
Id_3511,Non-sarcastic
Id_3512,Sarcastic
Id_3513,Sarcastic
Id_3514,Sarcastic
Id_3515,Non-sarcastic
Id_3516,Sarcastic
Id_3517,Non-sarcastic
Id_3518,Non-sarcastic
Id_3519,Non-sarcastic
Id_3520,Non-sarcastic
Id_3521,Non-sarcastic
Id_3522,Sarcastic
Id_3523,Non-sarcastic
Id_3524,Sarcastic
Id_3525,Non-sarcastic
Id_3526,Non-sarcastic
Id_3527,Sarcastic
Id_3528,Sarcastic
Id_3529,Non-sarcastic
Id_3530,Sarcastic
Id_3531,Sarcastic
Id_3532,Non-sarcastic
Id_3533,Non-sarcastic
Id_3534,Non-sarcastic
Id_3535,Non-sarcastic
Id_3536,Non-sarcastic
Id_3537,Sarcastic
Id_3538,Sarcastic
Id_3539,Non-sarcastic
Id_3540,Non-sarcastic
Id_3541,Non-sarcastic
Id_3542,Non-sarcastic
Id_3543,Non-sarcastic
Id_3544,Non-sarcastic
Id_3545,Non-sarcastic
Id_3546,Non-sarcastic
Id_3547,Non-sarcastic
Id_3548,Non-sarcastic
Id_3549,Non-sarcastic
Id_3550,Non-sarcastic
Id_3551,Non-sarcastic
Id_3552,Sarcastic
Id_3553,Non-sarcastic
Id_3554,Sarcastic
Id_3555,Non-sarcastic
Id_3556,Sarcastic
Id_3557,Non-sarcastic
Id_3558,Non-sarcastic
Id_3559,Non-sarcastic
Id_3560,Non-sarcastic
Id_3561,Non-sarcastic
Id_3562,Sarcastic
Id_3563,Non-sarcastic
Id_3564,Sarcastic
Id_3565,Non-sarcastic
Id_3566,Sarcastic
Id_3567,Non-sarcastic
Id_3568,Non-sarcastic
Id_3569,Sarcastic
Id_3570,Non-sarcastic
Id_3571,Non-sarcastic
Id_3572,Non-sarcastic
Id_3573,Sarcastic
Id_3574,Non-sarcastic
Id_3575,Non-sarcastic
Id_3576,Non-sarcastic
Id_3577,Non-sarcastic
Id_3578,Non-sarcastic
Id_3579,Non-sarcastic
Id_3580,Non-sarcastic
Id_3581,Non-sarcastic
Id_3582,Non-sarcastic
Id_3583,Non-sarcastic
Id_3584,Non-sarcastic
Id_3585,Sarcastic
Id_3586,Non-sarcastic
Id_3587,Non-sarcastic
Id_3588,Non-sarcastic
Id_3589,Non-sarcastic
Id_3590,Non-sarcastic
Id_3591,Non-sarcastic
Id_3592,Sarcastic
Id_3593,Non-sarcastic
Id_3594,Sarcastic
Id_3595,Sarcastic
Id_3596,Non-sarcastic
Id_3597,Non-sarcastic
Id_3598,Sarcastic
Id_3599,Non-sarcastic
Id_3600,Non-sarcastic
Id_3601,Non-sarcastic
Id_3602,Non-sarcastic
Id_3603,Non-sarcastic
Id_3604,Sarcastic
Id_3605,Non-sarcastic
Id_3606,Sarcastic
Id_3607,Non-sarcastic
Id_3608,Non-sarcastic
Id_3609,Sarcastic
Id_3610,Non-sarcastic
Id_3611,Sarcastic
Id_3612,Non-sarcastic
Id_3613,Sarcastic
Id_3614,Sarcastic
Id_3615,Non-sarcastic
Id_3616,Sarcastic
Id_3617,Sarcastic
Id_3618,Non-sarcastic
Id_3619,Sarcastic
Id_3620,Non-sarcastic
Id_3621,Non-sarcastic
Id_3622,Non-sarcastic
Id_3623,Sarcastic
Id_3624,Non-sarcastic
Id_3625,Non-sarcastic
Id_3626,Non-sarcastic
Id_3627,Non-sarcastic
Id_3628,Non-sarcastic
Id_3629,Sarcastic
Id_3630,Non-sarcastic
Id_3631,Sarcastic
Id_3632,Sarcastic
Id_3633,Non-sarcastic
Id_3634,Non-sarcastic
Id_3635,Non-sarcastic
Id_3636,Sarcastic
Id_3637,Non-sarcastic
Id_3638,Non-sarcastic
Id_3639,Non-sarcastic
Id_3640,Non-sarcastic
Id_3641,Non-sarcastic
Id_3642,Non-sarcastic
Id_3643,Sarcastic
Id_3644,Non-sarcastic
Id_3645,Non-sarcastic
Id_3646,Sarcastic
Id_3647,Non-sarcastic
Id_3648,Non-sarcastic
Id_3649,Non-sarcastic
Id_3650,Non-sarcastic
Id_3651,Non-sarcastic
Id_3652,Sarcastic
Id_3653,Sarcastic
Id_3654,Sarcastic
Id_3655,Sarcastic
Id_3656,Non-sarcastic
Id_3657,Sarcastic
Id_3658,Non-sarcastic
Id_3659,Non-sarcastic
Id_3660,Non-sarcastic
Id_3661,Non-sarcastic
Id_3662,Sarcastic
Id_3663,Non-sarcastic
Id_3664,Sarcastic
Id_3665,Sarcastic
Id_3666,Non-sarcastic
Id_3667,Sarcastic
Id_3668,Sarcastic
Id_3669,Non-sarcastic
Id_3670,Non-sarcastic
Id_3671,Sarcastic
Id_3672,Non-sarcastic
Id_3673,Non-sarcastic
Id_3674,Non-sarcastic
Id_3675,Sarcastic
Id_3676,Non-sarcastic
Id_3677,Non-sarcastic
Id_3678,Non-sarcastic
Id_3679,Sarcastic
Id_3680,Non-sarcastic
Id_3681,Non-sarcastic
Id_3682,Non-sarcastic
Id_3683,Non-sarcastic
Id_3684,Sarcastic
Id_3685,Non-sarcastic
Id_3686,Non-sarcastic
Id_3687,Non-sarcastic
Id_3688,Non-sarcastic
Id_3689,Non-sarcastic
Id_3690,Sarcastic
Id_3691,Non-sarcastic
Id_3692,Non-sarcastic
Id_3693,Non-sarcastic
Id_3694,Non-sarcastic
Id_3695,Non-sarcastic
Id_3696,Sarcastic
Id_3697,Sarcastic
Id_3698,Non-sarcastic
Id_3699,Non-sarcastic
Id_3700,Non-sarcastic
Id_3701,Non-sarcastic
Id_3702,Non-sarcastic
Id_3703,Non-sarcastic
Id_3704,Non-sarcastic
Id_3705,Non-sarcastic
Id_3706,Sarcastic
Id_3707,Non-sarcastic
Id_3708,Non-sarcastic
Id_3709,Non-sarcastic
Id_3710,Non-sarcastic
Id_3711,Sarcastic
Id_3712,Non-sarcastic
Id_3713,Non-sarcastic
Id_3714,Sarcastic
Id_3715,Non-sarcastic
Id_3716,Non-sarcastic
Id_3717,Non-sarcastic
Id_3718,Non-sarcastic
Id_3719,Sarcastic
Id_3720,Non-sarcastic
Id_3721,Non-sarcastic
Id_3722,Non-sarcastic
Id_3723,Non-sarcastic
Id_3724,Non-sarcastic
Id_3725,Non-sarcastic
Id_3726,Sarcastic
Id_3727,Sarcastic
Id_3728,Non-sarcastic
Id_3729,Sarcastic
Id_3730,Non-sarcastic
Id_3731,Non-sarcastic
Id_3732,Sarcastic
Id_3733,Sarcastic
Id_3734,Non-sarcastic
Id_3735,Non-sarcastic
Id_3736,Non-sarcastic
Id_3737,Sarcastic
Id_3738,Non-sarcastic
Id_3739,Non-sarcastic
Id_3740,Non-sarcastic
Id_3741,Non-sarcastic
Id_3742,Non-sarcastic
Id_3743,Non-sarcastic
Id_3744,Non-sarcastic
Id_3745,Non-sarcastic
Id_3746,Non-sarcastic
Id_3747,Non-sarcastic
Id_3748,Non-sarcastic
Id_3749,Sarcastic
Id_3750,Non-sarcastic
Id_3751,Non-sarcastic
Id_3752,Non-sarcastic
Id_3753,Non-sarcastic
Id_3754,Sarcastic
Id_3755,Non-sarcastic
Id_3756,Non-sarcastic
Id_3757,Non-sarcastic
Id_3758,Non-sarcastic
Id_3759,Non-sarcastic
Id_3760,Non-sarcastic
Id_3761,Non-sarcastic
Id_3762,Non-sarcastic
Id_3763,Non-sarcastic
Id_3764,Sarcastic
Id_3765,Non-sarcastic
Id_3766,Non-sarcastic
Id_3767,Non-sarcastic
Id_3768,Sarcastic
Id_3769,Sarcastic
Id_3770,Non-sarcastic
Id_3771,Non-sarcastic
Id_3772,Sarcastic
Id_3773,Non-sarcastic
Id_3774,Non-sarcastic
Id_3775,Non-sarcastic
Id_3776,Non-sarcastic
Id_3777,Non-sarcastic
Id_3778,Sarcastic
Id_3779,Non-sarcastic
Id_3780,Sarcastic
Id_3781,Non-sarcastic
Id_3782,Non-sarcastic
Id_3783,Sarcastic
Id_3784,Sarcastic
Id_3785,Non-sarcastic
Id_3786,Non-sarcastic
Id_3787,Non-sarcastic
Id_3788,Non-sarcastic
Id_3789,Non-sarcastic
Id_3790,Sarcastic
Id_3791,Sarcastic
Id_3792,Non-sarcastic
Id_3793,Non-sarcastic
Id_3794,Non-sarcastic
Id_3795,Sarcastic
Id_3796,Non-sarcastic
Id_3797,Non-sarcastic
Id_3798,Sarcastic
Id_3799,Non-sarcastic
Id_3800,Non-sarcastic
Id_3801,Sarcastic
Id_3802,Non-sarcastic
Id_3803,Non-sarcastic
Id_3804,Non-sarcastic
Id_3805,Non-sarcastic
Id_3806,Non-sarcastic
Id_3807,Sarcastic
Id_3808,Non-sarcastic
Id_3809,Non-sarcastic
Id_3810,Non-sarcastic
Id_3811,Sarcastic
Id_3812,Non-sarcastic
Id_3813,Non-sarcastic
Id_3814,Non-sarcastic
Id_3815,Sarcastic
Id_3816,Non-sarcastic
Id_3817,Non-sarcastic
Id_3818,Non-sarcastic
Id_3819,Sarcastic
Id_3820,Non-sarcastic
Id_3821,Non-sarcastic
Id_3822,Non-sarcastic
Id_3823,Non-sarcastic
Id_3824,Sarcastic
Id_3825,Non-sarcastic
Id_3826,Non-sarcastic
Id_3827,Sarcastic
Id_3828,Sarcastic
Id_3829,Non-sarcastic
Id_3830,Non-sarcastic
Id_3831,Non-sarcastic
Id_3832,Non-sarcastic
Id_3833,Sarcastic
Id_3834,Non-sarcastic
Id_3835,Non-sarcastic
Id_3836,Non-sarcastic
Id_3837,Non-sarcastic
Id_3838,Sarcastic
Id_3839,Non-sarcastic
Id_3840,Non-sarcastic
Id_3841,Sarcastic
Id_3842,Non-sarcastic
Id_3843,Non-sarcastic
Id_3844,Non-sarcastic
Id_3845,Non-sarcastic
Id_3846,Non-sarcastic
Id_3847,Non-sarcastic
Id_3848,Sarcastic
Id_3849,Sarcastic
Id_3850,Non-sarcastic
Id_3851,Sarcastic
Id_3852,Non-sarcastic
Id_3853,Sarcastic
Id_3854,Non-sarcastic
Id_3855,Sarcastic
Id_3856,Non-sarcastic
Id_3857,Sarcastic
Id_3858,Non-sarcastic
Id_3859,Non-sarcastic
Id_3860,Non-sarcastic
Id_3861,Non-sarcastic
Id_3862,Sarcastic
Id_3863,Non-sarcastic
Id_3864,Non-sarcastic
Id_3865,Non-sarcastic
Id_3866,Non-sarcastic
Id_3867,Non-sarcastic
Id_3868,Non-sarcastic
Id_3869,Non-sarcastic
Id_3870,Sarcastic
Id_3871,Non-sarcastic
Id_3872,Non-sarcastic
Id_3873,Non-sarcastic
Id_3874,Non-sarcastic
Id_3875,Non-sarcastic
Id_3876,Non-sarcastic
Id_3877,Sarcastic
Id_3878,Non-sarcastic
Id_3879,Sarcastic
Id_3880,Non-sarcastic
Id_3881,Sarcastic
Id_3882,Non-sarcastic
Id_3883,Non-sarcastic
Id_3884,Sarcastic
Id_3885,Non-sarcastic
Id_3886,Sarcastic
Id_3887,Non-sarcastic
Id_3888,Non-sarcastic
Id_3889,Non-sarcastic
Id_3890,Non-sarcastic
Id_3891,Non-sarcastic
Id_3892,Sarcastic
Id_3893,Non-sarcastic
Id_3894,Sarcastic
Id_3895,Non-sarcastic
Id_3896,Sarcastic
Id_3897,Non-sarcastic
Id_3898,Non-sarcastic
Id_3899,Non-sarcastic
Id_3900,Sarcastic
Id_3901,Non-sarcastic
Id_3902,Sarcastic
Id_3903,Non-sarcastic
Id_3904,Non-sarcastic
Id_3905,Non-sarcastic
Id_3906,Non-sarcastic
Id_3907,Non-sarcastic
Id_3908,Non-sarcastic
Id_3909,Non-sarcastic
Id_3910,Sarcastic
Id_3911,Non-sarcastic
Id_3912,Non-sarcastic
Id_3913,Non-sarcastic
Id_3914,Non-sarcastic
Id_3915,Non-sarcastic
Id_3916,Non-sarcastic
Id_3917,Non-sarcastic
Id_3918,Non-sarcastic
Id_3919,Sarcastic
Id_3920,Sarcastic
Id_3921,Non-sarcastic
Id_3922,Sarcastic
Id_3923,Sarcastic
Id_3924,Non-sarcastic
Id_3925,Non-sarcastic
Id_3926,Non-sarcastic
Id_3927,Non-sarcastic
Id_3928,Non-sarcastic
Id_3929,Non-sarcastic
Id_3930,Non-sarcastic
Id_3931,Non-sarcastic
Id_3932,Non-sarcastic
Id_3933,Non-sarcastic
Id_3934,Sarcastic
Id_3935,Non-sarcastic
Id_3936,Non-sarcastic
Id_3937,Non-sarcastic
Id_3938,Non-sarcastic
Id_3939,Non-sarcastic
Id_3940,Non-sarcastic
Id_3941,Non-sarcastic
Id_3942,Non-sarcastic
Id_3943,Non-sarcastic
Id_3944,Non-sarcastic
